bvd_id,company_name,country_iso
JP6010001023786,MITSUBISHI MATERIALS CORPORATION,JP
GB09922632,INEOS QUATTRO HOLDINGS LIMITED,GB
JP2180301014324,TOYOTA BOSHOKU CORPORATION,JP
JP4010001090011,SUMITOMO FORESTRY CO LTD,JP
CN31422PC,ANHUI CONSTRUCTION ENGINEERING GROUP CORPORATION LIMITED,CN
JP4010401039979,LY CORPORATION,JP
USFEB92004,BARCLAYS US LLC,US
GBFC012793,NORINCHUKIN BANK(THE),JP
IN30608FI,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,IN
CA31091NC,SAPUTO INC,CA
GBSC117119,SSE PLC,GB
CN30851PC,"TBEA CO., LTD.",CN
CA32524NC,WSP GLOBAL INC.,CA
HK0000042937,CHINA RESOURCES GAS GROUP LIMITED,BM
BM19963R,CHINA RESOURCES GAS GROUP LIMITED,BM
JP4130001000049,KYOCERA CORPORATION,JP
CN49094PC,CHINA TOWER CORPORATION LIMITED,CN
CN9361239925,SICHUAN HUASHI GROUP CORPORATION LIMITED,CN
HK0028287938,KONINKLIJKE LUCHTVAART MAATSCHAPPIJ N.V.,HK
CN31907PC,GOERTEK INC.,CN
HK30893FH,CHINA RESOURCES POWER HOLDINGS COMPANY LIMITED,HK
GB00233462,JOHN LEWIS PLC,GB
CN31184PC,"SHANXI TAIGANG STAINLESS STEEL CO., LTD.",CN
CN9374021278,GUANGXI LIUZHOU IRON AND STEEL GROUP COMPANY LIMITED,CN
CN40379PC,"TONGKUN GROUP CO.,LTD.",CN
AE30008GU,EMAAR PROPERTIES PJSC,AE
JP3120001077601,OSAKA GAS CO LTD,JP
GB00238937,JOHN LEWIS PARTNERSHIP PLC,GB
CN30122PC,"NEW HOPE LIUHE CO., LTD.",CN
US411717543,"AGRIBANK, FCB & SEVENTH DISTRICT ASSOCIATIONS (COMBINED)",US
JP2010801012645,"MITSUBISHI SHOKUHIN CO., LTD.",JP
JP1140001005719,KAWASAKI HEAVY INDUSTRIES LTD,JP
GB01888425,JD SPORTS FASHION PLC,GB
CN9361994224,"GUANGXI BEIBU GULF INTERNATIONAL PORT GROUP CO., LTD.",CN
CN30009PC,"SICHUAN CHANGHONG ELECTRIC CO.,LTD.",CN
CN30113PC,ANGANG STEEL COMPANY LIMITED,CN
CN9361128272,"CHINA RAILWAY FIRST GROUP CO., LTD.",CN
JP6120001005484,SHARP CORPORATION,JP
JP4011101011880,TAISEI CORPORATION,JP
CN43568PC,"WENS FOODSTUFF GROUP CO., LTD.",CN
SG197200078R,SINGAPORE AIRLINES LTD,SG
GB02904587,NETWORK RAIL INFRASTRUCTURE LIMITED,GB
CN9360362083,"HAILIANG GROUP CO., LTD.",CN
CN30920PC,SINOTRANS LIMITED,CN
GB04402220,NETWORK RAIL LIMITED,GB
CN31314PC,"SICHUAN ROAD & BRIDGE GROUP CO.,LTD.",CN
MXALF940503SD4,"SIGMA FOODS, S.A.B. DE C.V.",MX
HK0000119818,CHINA STATE CONSTRUCTION INTERNATIONAL HOLDINGS LIMITED,KY
TH0107564000341,SCB X PUBLIC COMPANY LIMITED,TH
CN31360PC,"BEIJING SHOUGANG CO.,LTD.",CN
IN30035FI,GRASIM INDUSTRIES LIMITED,IN
US910515058,"NORDSTROM, INC.",US
JP5010001034768,KIRIN HOLDINGS COMPANY LIMITED,JP
CN9365659168,"TONGKUN HOLDING GROUP CO., LTD.",CN
JP7010001034849,TDK CORPORATION,JP
US861185492,"KYNDRYL HOLDINGS, INC.",US
CN30248PC,"CITIC PACIFIC SPECIAL STEEL GROUP CO., LTD",CN
JP4010001118786,OTSUKA HOLDINGS CO LTD,JP
CN57085PC,"HUAQIN TECHNOLOGY CO., LTD.",CN
CN40049PC,BBMG CORPORATION,CN
JP6010401050876,ANA HOLDINGS INC.,JP
GB00033774,JOHNSON MATTHEY PLC,GB
CN32256PC,"GUANGZHOU AUTOMOBILE GROUP CO., LTD.",CN
CN31290PC,DONGFENG MOTOR GROUP COMPANY LIMITED,CN
AU650620303,TELSTRA GROUP LTD.,AU
CN44968PC,CHINA NUCLEAR ENGINEERING & CONSTRUCTION CORPORATION LIMITED,CN
IR30517GN,ESFAHAN STEEL COMPANY PUBLIC JOINT STOCK,IR
CN30083PC,HUADIAN POWER INTERNATIONAL CORPORATION LIMITED,CN
US251897152,UNITED STATES STEEL CORPORATION,US
CHCHE108047419,LIEBHERR-INTERNATIONAL AG,CH
CN9367131939,"CHINT GROUP CO., LTD.",CN
CN30449PC,"IEIT SYSTEMS CO., LTD.",CN
JP4290001007004,KYUSHU ELECTRIC POWER COMPANY INCORPORATED,JP
CN32055PC,"GUANGDONG HAID GROUP CO., LIMITED",CN
JP3010001166927,"TEPCO POWER GRID, INCORPORATED",JP
CN30709PC,"INNER MONGOLIA YILI INDUSTRIAL GROUP CO.,LTD.",CN
GB01664812,KINGFISHER PLC,GB
CN31093PC,SHANGHAI ELECTRIC GROUP COMPANY LIMITED,CN
JP1180001017009,"SUZUKEN CO., LTD.",JP
CN30910PC,SUMEC CORPORATION LIMITED,CN
BM38877R,HISCOX LTD,BM
CAFEB40140,CANADA MORTGAGE AND HOUSING CORPORATION,CA
JP4010401020757,TOKYO ELECTRON LIMITED,JP
TH0107537000521,CP AXTRA PUBLIC COMPANY LTD,TH
JP2080401016040,YAMAHA MOTOR CO LTD,JP
GB11250655,VIVO ENERGY LIMITED,GB
IR30285GN,BAHMAN GROUP COMPANY PUBLIC JOINT STOCK,IR
CN9360330673,"INNER MONGOLIA POWER (GROUP) CO., LTD.",CN
IN30390FI,GAIL (INDIA) LIMITED,IN
CN30541PC,HBIS COMPANY LIMITED,CN
IN30073FI,MAHINDRA & MAHINDRA LIMITED,IN
CN9380641635,"SHENZHEN CHENGTUN GROUP., LTD.",CN
JP5010401049977,SOJITZ CORPORATION,JP
CN9361117992,"GUANGZHOU INDUSTRIAL INVESTMENT HOLDINGS GROUP CO., LTD.",CN
HK0000023932,DATANG INTERNATIONAL POWER GENERATION COMPANY LIMITED,CN
CN30242FH,DATANG INTERNATIONAL POWER GENERATION COMPANY LIMITED,CN
GB08680755,INTERNATIONAL DISTRIBUTION SERVICES LIMITED,GB
JP2010801012579,RICOH CO LTD,JP
CN45735PC,"NINGBO JINTIAN COPPER(GROUP) CO.,LTD.",CN
JP6140001005714,KOBE STEEL LIMITED,JP
JP8120001077530,"HANWA CO., LTD.",JP
JP5010001008680,SHIN-ETSU CHEMICAL COMPANY LIMITED,JP
CN31423PC,"HENGYI PETROCHEMICAL CO., LTD.",CN
JP5010001034867,TORAY INDUSTRIES INC,JP
CN9366687642,"CHINA CONSTRUCTION SEVENTH ENGINEERING DIVISION CORP., LTD.",CN
HK0031533295,YANKUANG ENERGY GROUP COMPANY LIMITED,CN
KY30191WB,LONGFOR GROUP HOLDINGS LIMITED,KY
JP7010401088742,OBAYASHI CORPORATION,JP
JP9130001002387,NIDEC CORPORATION,JP
GB06959146,INEOS INDUSTRIES LIMITED,GB
CN9361444338,SHENZHEN HUAQIANG HOLDINGS LIMITED,CN
US262018846,"DOLLAR TREE, INC.",US
JP6010001034957,MITSUI FUDOSAN CO LTD,JP
CN30974PC,"DIGITAL CHINA GROUP CO.,LTD.",CN
US951240335,SOUTHERN CALIFORNIA EDISON COMPANY,US
IR30382GN,LAVAN OIL REFINING COMPANY PUBLIC JOINT STOCK,IR
JP4370001011311,TOHOKU ELECTRIC POWER COMPANY INCORPORATED,JP
IN30835FI,MARUTI SUZUKI INDIA LIMITED,IN
CN30832PC,"JIANGSU EASTERN SHENGHONG CO.,LTD.",CN
CN9360643769,"CHINA NONFERROUS METAL MINING (GROUP) CO., LTD.",CN
CN9361140853,"CHINA RAILWAY NO.4 ENGINEERING GROUP CO., LTD.",CN
JP2010001071327,SUMITOMO CHEMICAL COMPANY LIMITED,JP
IR30217GN,MOBILE COMMUNICATIONS COMPANY OF IRAN PUBLIC JOINT STOCK,IR
IN30338FI,VEDANTA LIMITED,IN
GB01777777,BRITISH AIRWAYS PLC,GB
HK0000268884,BRITISH AIRWAYS PLC,HK
GB06930266,EDF ENERGY HOLDINGS LIMITED,GB
GB08286875,WPP JUBILEE LIMITED,GB
HK0030546938,"BAIDU, INC.",KY
JP7010401029044,MITSUBISHI MOTORS CORPORATION,JP
CN30821PC,"ENN NATURAL GAS CO., LTD.",CN
ZA200201552730,ESKOM HOLDINGS SOC LTD,ZA
CN9360002499,JIANGSU SHENGHONG SCIENCE AND TECHNOLOGY CORPORATION LIMITED,CN
JP6010601036386,ASAHI GROUP HOLDINGS LTD,JP
GB00203669,CHANEL LIMITED,GB
JP1010401120741,"COSMO ENERGY HOLDINGS COMPANY, LIMITED",JP
GB00133143,JOHN SWIRE & SONS LIMITED,GB
CN90052FH,CHINA EASTERN AIRLINES CORPORATION LIMITED,CN
JP9011001029597,EAST JAPAN RAILWAY COMPANY,JP
CN41014PC,"MUYUAN FOODS CO., LTD.",CN
IR30319GN,JAM PETROCHEMICAL COMPANY PUBLIC JOINT STOCK,IR
GB07318726,GREENERGY FUELS HOLDINGS LIMITED,GB
JP1120001037978,KUBOTA CORPORATION,JP
IIFEB35814,INTERNATIONAL FINANCE CORPORATION - IFC,II
USFEI1016567,THE AUTO CLUB GROUP,US
CN44358PC,"SERES GROUP CO.,LTD.",CN
JP8010401006744,KAJIMA CORPORATION,JP
IN30631FI,JSW STEEL LIMITED,IN
HK0015474199,C&D INTERNATIONAL INVESTMENT GROUP LIMITED,KY
CN30894PC,"TONGLING NONFERROUS METALS GROUP CO., LTD.",CN
KY41466WB,LI AUTO INC.,KY
IR30361GN,SHIRAZ OIL REFINING COMPANY PUBLIC JOINT STOCK,IR
JP3010001084757,ALFRESA HOLDINGS CORPORATION,JP
HK0030656718,LI AUTO INC.,KY
CN30434PC,"HUNAN VALIN STEEL CO., LTD.",CN
JP5120001059606,ASAHI KASEI CORPORATION,JP
IN30926FI,BHARTI AIRTEL LIMITED,IN
CN30556PC,"KWEICHOW MOUTAI CO.,LTD.",CN
CN40180PC,"JOINTOWN PHARMACEUTICAL GROUP CO., LTD.",CN
CN31601PC,CHINA COMMUNICATIONS SERVICES CORPORATION LIMITED,CN
CN31711PC,SHAANXI CONSTRUCTION ENGINEERING GROUP CORPORATION LIMITED,CN
CN9367123659,"BEIJING CAPITAL AGRIBUSINESS & FOODS GROUP CO., LTD.",CN
CN9361263629,"CHINA CONSTRUCTION FIRST BUREAU (GROUP) CO., LTD.",CN
HK0028369976,SOCIETE AIR FRANCE,HK
CL857410009,BICECORP SA,CL
KY40102WB,CHINA HONGQIAO GROUP LIMITED,KY
JP6010401065370,FUJIFILM HOLDINGS CORPORATION,JP
HK0000122265,GREENTOWN CHINA HOLDINGS LIMITED,KY
KY31034FH,GREENTOWN CHINA HOLDINGS LIMITED,KY
JP5010701000904,ISUZU MOTORS LIMITED,JP
AE115877GU,ALPHA DHABI HOLDING COMPANY PJSC,AE
CN30053PC,CHONGQING CHANGAN AUTOMOBILE COMPANY LIMITED,CN
HK0019991626,"FAST RETAILING CO., LTD.",JP
GB00358949,WM MORRISON SUPERMARKETS LIMITED,GB
IR30295GN,TELECOMMUNICATION CO. OF IRAN PUBLIC JOINT STOCK,IR
KY40150WB,ZALL SMART COMMERCE GROUP LTD.,KY
HK0028315272,HENKEL AG & CO. KGAA,HK
JP6010001167617,"JERA CO.,INC.",JP
CN30983PC,TCL TECHNOLOGY GROUP CORPORATION,CN
GB02321869,ALDI STORES LIMITED,GB
BR33592510000154,VALE S.A.,BR
US133324058,"MACY'S, INC.",US
CN31107PC,HUAYU AUTOMOTIVE SYSTEMS COMPANY LIMITED,CN
CN9360813236,"CHINA CONSTRUCTION SECOND ENGINEERING BUREAU CO., LTD.",CN
US251435979,"THE PNC FINANCIAL SERVICES GROUP, INC.",US
CN43298PC,"CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS CO.,LTD.",CN
JP5010001060426,"RECRUIT HOLDINGS CO., LTD.",JP
GB04031152,NATIONAL GRID PLC,GB
GB01003142,ROLLS-ROYCE PLC,GB
CN31064PC,AIR CHINA LIMITED,CN
KY40036WB,ZHONGSHENG GROUP HOLDINGS LIMITED,KY
JP1020001071491,FUJITSU LIMITED,JP
CN41722PC,SHAANXI COAL INDUSTRY COMPANY LIMITED,CN
IR30458GN,PARS PETROCHEMICAL COMPANY PUBLIC JOINT STOCK,IR
CN30790PC,"YUNNAN COPPER CO.,LTD",CN
CN30898PC,"GD POWER DEVELOPMENT CO., LTD",CN
CN30120PC,"CHINA INTERNATIONAL MARINE CONTAINERS (GROUP) CO., LTD.",CN
GB10440046,EG GROUP HOLDINGS LIMITED,GB
GB09826582,EG GROUP LIMITED,GB
JP5010001068510,MEDIPAL HOLDINGS CORPORATION,JP
JP3180001017428,"CHUBU ELECTRIC POWER COMPANY,INCORPORATED",JP
JP9010001081419,MIZUHO FINANCIAL GROUP,JP
HK31119FH,BYD ELECTRONIC (INTERNATIONAL) COMPANY LIMITED,HK
CN30050PC,CHINA SOUTHERN AIRLINES COMPANY LIMITED,CN
GBOC396393,AI PERFORM HOLDINGS LLP,GB
CN31194PC,"WANHUA CHEMICAL GROUP CO.,LTD.",CN
CN9362858190,"CHINA CONSTRUCTION FIFTH ENGINEERING DIVISION CORP., LTD.",CN
CHCHE106325524,COMPAGNIE FINANCIERE RICHEMONT SA,CH
CN31341PC,CHINA NATIONAL BUILDING MATERIAL COMPANY LIMITED,CN
HK30021FH,CHINA OVERSEAS LAND & INVESTMENT LIMITED,HK
HK0030655305,"JD LOGISTICS, INC.",KY
IN30043FI,TATA STEEL LIMITED,IN
HK0000098283,CHINA NATIONAL BUILDING MATERIAL COMPANY LIMITED,CN
CN40093PC,"CHINA NATIONAL CHEMICAL ENGINEERING CO., LTD",CN
HK0028308305,FLEX LTD.,HK
SG199002645H,FLEX LIMITED,SG
IR30247GN,MAPNA GROUP COMPANY PUBLIC JOINT STOCK,IR
KY40367WB,WH GROUP LIMITED,KY
TW03795904,TAIWAN POWER COMPANY,TW
CN30271PC,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",CN
HK0019870283,WH GROUP LIMITED,KY
CN42035PC,BAIC MOTOR CORPORATION LIMITED,CN
US541821055,"CARMAX, INC.",US
GB01800000,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,GB
JP8120001059652,SEKISUI HOUSE LIMITED,JP
GB04190816,BT GROUP PLC,GB
GB00366054,WITTINGTON INVESTMENTS LIMITED,GB
CN30936PC,GREAT WALL MOTOR COMPANY LIMITED,CN
HKFEI3000300,FOSUN INTERNATIONAL LIMITED,HK
JP3180301014273,TOYOTA INDUSTRIES CORPORATION,JP
JP1010401010455,KOMATSU LTD.,JP
CN30117PC,"BOE TECHNOLOGY GROUP CO.,LTD.",CN
IN30017FI,HINDALCO INDUSTRIES LIMITED,IN
CN30377PC,"ZHESHANG DEVELOPMENT GROUP CO., LTD",CN
PHCS200803939,"TOP FRONTIER INVESTMENT HOLDINGS, INC.",PH
PHPW00000277,SAN MIGUEL CORPORATION,PH
KY41792WB,DIDI GLOBAL INC.,KY
JP3010001034943,BRIDGESTONE CORPORATION,JP
JP6010801003186,CANON INCORPORATED,JP
US042949533,PARAMOUNT GLOBAL,US
JP3120001059632,THE KANSAI ELECTRIC POWER COMPANY INCORPORATED,JP
BR34274233000102,VIBRA ENERGIA S.A.,BR
IN30054FI,LARSEN & TOUBRO LIMITED,IN
CN30937FH,"WEICHAI POWER CO., LTD.",CN
GBJE128484,FERGUSON (JERSEY) LIMITED,GB
JP8010401059206,MITSUBISHI CHEMICAL GROUP CORPORATION,JP
JP2120001077461,TAKEDA PHARMACEUTICAL COMPANY LIMITED,JP
IR30556GN,EHYA SEPAHAN MINING AND INDUSTRIAL PUBLIC JOINT STOCK INCORPORATION,IR
CN9360020707,"BEIJING GAS GROUP CO., LTD.",CN
JP5120001077450,"SUMITOMO ELECTRIC INDUSTRIES, LTD.",JP
JP9010601021385,NTT DATA GROUP CORPORATION,JP
HK0028345914,"SUMITOMO ELECTRIC INDUSTRIES, LTD.",HK
JP5011101019196,SUBARU CORPORATION,JP
CN30251PC,"HENGLI PETROCHEMICAL CO., LTD.",CN
JP8120001059660,"DAIKIN INDUSTRIES, LTD.",JP
CN31000PC,"COSCO SHIPPING HOLDINGS CO., LTD.",CN
CN53462PC,"YIHAI KERRY ARAWANA HOLDINGS CO., LTD.",CN
JP8010005002090,NATIONAL FEDERATION OF AGRICULTURAL CO-OPERATIVE ASSOCIATIONS,JP
CN30085PC,ALUMINUM CORPORATION OF CHINA LIMITED,CN
TH0107542000011,CP ALL PCL,TH
CN31262PC,GREENLAND HOLDINGS CORPORATION LIMITED,CN
JP6010001080308,JFE HOLDINGS INC,JP
JP3240001036223,MAZDA MOTOR CORPORATION,JP
IR30498GN,OFOGH KOOROSH CHAIN STORES COMPANY PUBLIC JOINT STOCK,IR
CN30002PC,"HUANENG POWER INTERNATIONAL,INC.",CN
HK0022146115,"HUA NENG POWER INTERNATIONAL, INC.",CN
KY90269FH,GEELY AUTOMOBILE HOLDINGS LIMITED,KY
JP6180301013611,AISIN CORPORATION,JP
JP2010001081053,"SUMITOMO MITSUI FINANCIAL GROUP, INC",JP
CN31927PC,CRRC CORPORATION LIMITED,CN
GB00111982,NFU MUTUAL INSURANCE SOCIETY LTD,GB
CHCHE105829940,MIGROS-GENOSSENSCHAFTS-BUND,CH
AE0000037226,EMIRATES AIRLINE,AE
CN9360394227,"TONGLING NONFERROUS METALS GROUPHOLDINGS CO.,LTD",CN
BM10621R,JARDINE MATHESON HOLDINGS LIMITED,BM
KY31073FH,COUNTRY GARDEN HOLDINGS COMPANY LIMITED,KY
KY00502FH,CK HUTCHISON HOLDINGS LIMITED,KY
CN9373337411,ANSTEEL GROUP CORPORATLON,CN
HK40095FH,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED,HK
JP4010001008772,MITSUBISHI ELECTRIC CORPORATION,JP
CN40154PC,"LUXSHARE PRECISION INDUSTRY CO., LTD.",CN
JP6120001059662,"DAIWA HOUSE INDUSTRY CO., LTD.",JP
CN30847PC,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,CN
GB06477691,JAGUAR LAND ROVER AUTOMOTIVE PLC,GB
HK0000272687,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.",CN
CN9366707068,"HANGZHOU CIEC GROUP CO., LTD.",CN
KY30286FH,CHINA RESOURCES LAND LIMITED,KY
CHCHE109029938,COOP-GRUPPE GENOSSENSCHAFT,CH
IR30209GN,TABRIZ OIL REFINING COMPANY PUBLIC JOINT STOCK,IR
JP8080401002431,SUZUKI MOTOR CORPORATION,JP
CN32130PC,"S.F. HOLDING CO.,LTD.",CN
CN30020PC,"HAIER SMART HOME CO., LTD.",CN
CN9366699001,CHINA MINMETALS CORPORATION LIMITED,CN
HK0030655222,"HAIER SMART HOME CO., LTD.",CN
JP9011101031552,KDDI CORPORATION,JP
IR30287GN,IRANIAN AUTOMOBILE MANUFACTURING COMPANY (SAIPA) PUBLIC JOINT STOCK,IR
IR30497GN,NOURI PETROCHEMICAL PUBLIC JOINT STOCK COMPANY,IR
HK0028296138,DEUTSCHE LUFTHANSA AKTIENGESELLSCHAFT,HK
CN30452PC,"SHANGHAI CONSTRUCTION GROUP CO., LTD.",CN
CN31713PC,"POLY DEVELOPMENTS AND HOLDINGS GROUP CO., LTD.",CN
GB00185647,SAINSBURY (J) PLC,GB
CN40165PC,"RONGSHENG PETROCHEMICAL CO., LTD.",CN
MXAMO000925Q31,AMERICA MOVIL S.A.B. DE C.V.,MX
IR30223GN,NATIONAL IRANIAN COPPER INDUSTRIES COMPANY PUBLIC JOINT STOCK,IR
JP9010401052465,SOFTBANK CORP,JP
CN9360648265,CHINA HUADIAN CORPORATION LTD.,CN
HK0018684248,IGG INC,HK
CN30088PC,BAOSHAN IRON & STEEL COMPANY LIMITED,CN
CN9360003973,"ZHEJIANG RONGSHENG HOLDING GROUP CO., LTD.",CN
GB01833679,VODAFONE GROUP PLC,GB
JP1010001008825,TOKYO ELECTRIC POWER COMPANY HOLDINGS INCORPORATED,JP
KY41094WB,MEITUAN,KY
HK0027478392,MEITUAN,KY
HK0023119497,"CHINA VANKE CO., LTD.",CN
CN30019PC,"CHINA VANKE CO.,LTD.",CN
CN9363352661,"CHINA CONSTRUCTION THIRD ENGINEERING BUREAU GROUP CO., LTD.",CN
JP4010001073486,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",JP
JP9180301014251,DENSO CORPORATION,JP
CN30650PC,"XIAMEN XIANGYU CO., LTD.",CN
IN31391FI,RAJESH EXPORTS LIMITED,IN
JP1010001008692,SUMITOMO CORPORATION,JP
CN30502PC,"XIAMEN ITG GROUP CORP.,LTD",CN
IN30320FI,BHARAT PETROLEUM CORPORATION LIMITED,IN
HK0032452265,"CONTEMPORARY AMPEREX TECHNOLOGY CO., LIMITED",CN
JP1010401056795,SOFTBANK GROUP CORP,JP
KY41041WB,XIAOMI CORPORATION,KY
HK0027268823,XIAOMI CORPORATION,HK
IN30033FI,TATA MOTORS PASSENGER VEHICLES LIMITED,IN
US862249729,INGRAM MICRO HOLDING CORPORATION,US
CNFEB21619,BEIJING RURAL COMMERCIAL BANK CO LTD,CN
HK30497FH,CHINA UNICOM (HONG KONG) LIMITED,HK
KY41077WB,PDD HOLDINGS INC.,KY
CN31146PC,CHINA UNITED NETWORK COMMUNICATIONS LIMITED,CN
JP9010001008776,MARUBENI CORPORATION,JP
US042207613,"THE TJX COMPANIES, INC.",US
CN40825PC,"MIDEA GROUP CO.,LTD.",CN
CN9360529458,"JINCHUAN GROUP CO., LTD.",CN
JP5120001158218,PANASONIC HOLDINGS CORPORATION,JP
JP3010001008848,NIPPON STEEL CORPORATION,JP
CN43003PC,CHINA ENERGY ENGINEERING CORPORATION LIMITED,CN
JP9010001011318,"IDEMITSU KOSAN CO., LTD.",JP
CN9360902041,ALUMINUM CORPORATION OF CHINA,CN
JP7010001008844,HITACHI LTD,JP
JP6040001003380,AEON CO LTD,JP
CN42658PC,LEGEND HOLDINGS CORPORATION,CN
HK0023118806,LEGEND HOLDINGS CORPORATION,CN
HK30105FH,LENOVO GROUP LIMITED,HK
JP6180001031731,TOYOTA TSUSHO CORPORATION,JP
IR30784GN,SABZEVAR PARS STEEL COMPANY PUBLIC JOINT STOCK,IR
IRFEB58542,TOURISM BANK,IR
CN30918PC,CHINA TELECOM CORPORATION LIMITED,CN
JP5010001112697,JAPAN POST HOLDING CO LTD,JP
CN31992PC,METALLURGICAL CORPORATION OF CHINA LTD.,CN
US474376911,"ALBERTSONS COMPANIES, INC.",US
CN40050PC,SINOPHARM GROUP COMPANY LIMITED,CN
JP1010001095203,SEVEN & I HOLDINGS CO LTD,JP
BM49414R,FIDELIS INSURANCE HOLDINGS LTD,BM
JP9020001031109,"NISSAN MOTOR CO., LTD.",JP
IR30226GN,ESFAHAN'S MOBARAKEH STEEL COMPANY PUBLIC JOINT STOCK,IR
CN9360813327,COFCO CORPORATION,CN
IR30243GN,IRAN KHODRO INDUSTRIAL GROUP COMPANY PUBLIC JOINT STOCK,IR
CN40510PC,"POWER CONSTRUCTION CORPORATION OF CHINA , LTD",CN
JP5010401067252,SONY GROUP CORPORATION,JP
CN30087PC,SAIC MOTOR CORPORATION LIMITED,CN
IN30417FI,INDIAN OIL CORPORATION LIMITED,IN
GB00445790,TESCO PLC,GB
BM202404088R,MERCURIA ENERGY GROUP LIMITED,BM
JP9010001131743,ENEOS HOLDINGS INC,JP
AU154586802,HOLLARD HOLDINGS AUSTRALIA PTY LTD,AU
IR30327GN,TEHRAN OIL REFINING COMPANY PUBLIC JOINT STOCK,IR
JP7010001065142,NTT INC.,JP
HK0000146116,TENCENT HOLDINGS LIMITED,KY
CN30752PC,XIAMEN C&D INC.,CN
JP7120001077358,ITOCHU CORPORATION,JP
IN30074FI,RELIANCE INDUSTRIES LIMITED,IN
CN30914PC,BYD COMPANY LIMITED,CN
CN31604PC,CHINA COMMUNICATIONS CONSTRUCTION COMPANY LIMITED,CN
IR30808GN,OFOGH KERMAN COPPER INDUSTRIES COMPANY PUBLIC JOINT STOCK,IR
CN56920PC,"JIANGSU XUKUANG ENERGY CO., LTD.",CN
JP5010001008771,MITSUBISHI CORPORATION,JP
CN9360851059,"BEIJING JINGDONG CENTURY TRADING CO., LTD.",CN
CN31859PC,CHINA RAILWAY CONSTRUCTION CORPORATION LIMITED,CN
JP6010401027577,"HONDA MOTOR CO., LTD.",JP
HK0029419005,ALIBABA GROUP HOLDING LIMITED,KY
IR30135GN,ESFAHAN OIL REFINING COMPANY PUBLIC JOINT STOCK,IR
HK0030652186,"JD.COM, INC.",KY
CN31842PC,CHINA RAILWAY GROUP LIMITED,CN
US471758322,"WALGREENS BOOTS ALLIANCE, INC.",US
JO30002GJ,JORDAN PHOSPHATE MINES PUBLIC SHAREHOLDING COMPANY,JO
US943207296,MCKESSON CORPORATION,US
JP1180301018771,TOYOTA MOTOR CORPORATION,JP
CN32115PC,CHINA STATE CONSTRUCTION ENGINEERING CORPORATION LIMITED,CN
CN30086PC,CHINA PETROLEUM & CHEMICAL CORPORATION,CN
CN30081PC,PETROCHINA COMPANY LIMITED,CN
GB05100353,MARSHALLS PLC,GB
CN31073PC,"SHANGHAI JAHWA UNITED CO., LTD.",CN
CN40529PC,"JIANGSU HUAHONG TECHNOLOGY CO., LTD.",CN
CN40147PC,"JIANGSU CHANGBAO STEELTUBE CO.,LTD.",CN
CN47455PC,LINTON TECHNOLOGIES GROUP,CN
KY30992FH,JU TENG INTERNATIONAL HOLDINGS LIMITED,KY
CN40524PC,"GLOBAL TOP E-COMMERCE CO.,LTD",CN
US382078923,"THE SHYFT GROUP, INC.",US
US116040273,"WW INTERNATIONAL, INC.",US
HK0000266711,PAX GLOBAL TECHNOLOGY LIMITED,BM
BM43981R,PAX GLOBAL TECHNOLOGY LIMITED,BM
CN9384471713,"SANMENXIA INVESTMENT GROUP CO.,LTD",CN
CN32049PC,"TIANJIN CHASE SUN PHARMACEUTICAL CO.,LTD",CN
CN44454PC,"ANHUI PROVINCE NATURAL GAS DEVELOPMENTCO.,LTD.",CN
CO8600052239,CHEVRON PETROLEUM COMPANY SUCURSAL EN COLOMBIA,CO
HK0000035215,JU TENG INTERNATIONAL HOLDINGS LIMITED,KY
GBNI011256,SHS GROUP LIMITED,GB
NZ9429040974897,WESTPAC BANKING CORPORATION,NZ
CN31211PC,"BRIGHT REAL ESTATE GROUP CO.,LIMITED",CN
US954388794,BIG 5 SPORTING GOODS CORPORATION,US
GB00367090,FINNING (UK) LTD.,GB
CN31617PC,"HONGRUN CONSTRUCTION GROUP CO.,LTD.",CN
CN44447PC,"FUJIAN TIANMA SCIENCE AND TECHNOLOGY GROUP CO., LTD.",CN
CN44330PC,"ASYMCHEM LABORATORIES (TIANJIN) CO., LTD.",CN
CN30978PC,"SHENZHEN KINGKEY SMART AGRICULTURE TIMES CO.,LTD",CN
GB08576358,TEAM INTERNET GROUP PLC,GB
HK0000027381,ROAD KING INFRASTRUCTURE LIMITED,BM
US592754337,"HELIOS TECHNOLOGIES, INC.",US
JP9010001077045,PILOT CORPORATION,JP
CN30977PC,"OCEANWIDE HOLDINGS CO., LTD.",CN
CN41017PC,TRUKING TECHNOLOGY LIMITED,CN
MA40779-81,LAFARGEHOLCIM MAROC SA,MA
JP6010601025422,UNIVERSAL ENTERTAINMENT CORPORATION,JP
CL766721001,MULTIEXPORT FOODS S.A,CL
KY40288WB,JINGRUI HOLDINGS LIMITED,KY
MY30245-H,MMC CORPORATION BERHAD,MY
GB00151289,WESTERN UNITED INVESTMENT COMPANY LIMITED,GB
